,sex,age,generation,incomelevel
10123,0,2,0,0
2275,0,4,5,1
1261,1,3,4,0
4309,0,3,2,1
12847,0,3,4,0
7544,1,4,5,0
12074,0,4,5,0
4427,0,3,3,1
32,1,3,2,2
7629,1,3,4,0
7706,0,3,4,0
11455,0,5,5,0
11754,0,3,3,0
3367,0,1,4,2
7134,0,3,4,0
206,1,5,5,2
5441,0,0,2,2
8325,0,5,5,2
6519,0,2,0,0
4536,0,3,4,2
256,0,5,1,0
11469,0,3,3,0
6705,0,0,2,0
203,1,5,5,2
535,0,1,0,2
7508,1,4,5,0
10851,0,3,3,0
12796,0,1,2,0
449,0,2,0,0
5013,0,0,2,0
6885,1,1,0,2
1302,1,3,3,0
3922,0,3,4,0
9784,0,5,5,0
9466,1,3,4,2
11744,0,0,4,0
5923,0,2,2,2
12687,0,2,0,0
12142,1,2,2,2
6964,1,3,4,2
5875,1,3,4,2
11600,1,3,3,2
10714,0,0,4,2
9537,0,1,4,2
2030,0,3,4,2
7761,0,3,4,0
7909,0,5,5,2
6131,1,3,3,0
12667,0,1,2,0
9416,1,0,2,2
6047,0,3,3,2
1699,1,0,4,0
9581,1,4,5,1
5267,0,0,4,0
10536,0,5,5,2
10021,0,3,3,0
6786,0,5,5,0
10111,0,3,4,0
188,1,0,4,2
8450,1,3,2,2
8176,0,2,0,0
5815,0,1,2,2
12811,0,3,4,0
3991,0,2,2,0
12133,1,0,4,2
5296,0,3,4,0
5001,0,0,2,0
1299,0,3,4,0
4346,0,1,2,1
6255,0,5,5,0
6829,0,2,0,0
114,1,3,4,2
4110,1,4,1,2
626,0,2,0,2
13008,0,0,4,0
11391,0,4,5,0
11172,0,4,5,2
1651,0,3,4,0
6512,0,3,2,0
10968,0,1,4,0
2578,0,0,4,2
4466,0,0,4,0
4090,1,3,3,0
12369,1,3,2,1
5039,0,3,4,0
4230,1,3,4,2
10257,1,0,4,0
3803,0,0,4,0
11916,0,3,3,2
974,0,0,2,0
12151,1,3,3,2
8451,0,3,2,2
12828,1,3,4,0
4835,0,4,5,2
11940,0,2,2,2
103,0,2,0,2
4472,0,3,4,0
5290,1,0,4,0
2595,0,3,3,2
8960,0,2,2,1
7359,1,0,2,0
4542,0,2,0,2
6138,1,3,3,0
3783,1,0,4,0
8943,0,4,5,0
7230,0,4,5,1
5553,1,3,3,2
2405,0,5,5,1
5948,0,1,4,2
12568,0,5,1,0
11952,0,5,5,2
2834,0,1,2,0
7110,0,0,2,0
10896,1,3,4,0
3282,0,5,5,2
13011,0,0,4,0
7188,0,3,4,2
4942,0,1,2,2
12385,1,3,4,1
4905,1,1,2,2
6307,0,5,5,0
2204,1,1,0,1
7462,0,1,2,0
10003,1,3,3,0
10379,1,3,3,0
706,0,1,4,2
5802,1,2,0,2
8762,0,3,4,0
10188,0,0,4,0
11621,1,3,2,0
139,0,1,2,2
2748,0,3,3,2
8410,0,2,5,2
5539,0,4,5,2
12386,0,3,4,1
7142,0,3,3,0
8564,0,1,2,2
7017,0,2,0,2
4789,0,3,3,0
3629,0,3,3,0
8088,0,1,2,0
6304,0,4,0,0
2046,0,0,4,2
12714,0,3,3,0
12543,0,3,2,0
3102,0,2,0,0
11059,1,2,0,2
1935,0,4,5,0
3723,0,0,4,2
2446,0,0,2,2
7870,0,1,2,2
8116,1,0,2,0
10051,0,2,5,0
12297,1,2,2,2
10240,0,0,4,0
772,0,5,1,2
4983,0,4,0,2
1409,1,2,0,2
7959,1,2,0,2
6461,0,5,5,0
9435,0,1,2,2
10236,1,0,4,0
7883,0,0,4,2
11611,1,3,3,2
2974,0,4,1,0
12082,0,3,3,0
421,1,3,4,0
3719,0,3,3,2
11861,0,5,5,2
8878,0,3,4,0
1253,1,3,4,0
9116,1,1,2,0
11148,0,2,0,2
23,1,2,5,2
5762,0,4,5,2
2022,1,3,4,2
6975,1,3,4,2
1481,1,3,4,2
2797,0,3,2,0
2033,0,3,4,2
2652,0,1,0,2
10223,0,1,4,0
9168,0,0,2,2
10487,0,1,2,2
5078,0,1,2,0
6128,0,1,4,0
4964,1,1,4,2
2047,1,3,3,2
9630,0,2,0,1
4168,0,1,0,2
10941,0,3,4,0
8643,0,0,2,2
12068,0,0,4,0
2563,0,0,4,2
9434,0,4,5,2
2846,0,4,5,0
370,0,1,2,0
8832,0,1,4,0
5460,1,5,1,2
748,0,4,5,2
1071,0,4,5,0
7316,1,3,2,0
1079,0,3,3,0
3865,0,3,3,0
5837,0,4,5,2
10483,0,1,2,2
2551,0,1,2,2
2138,0,3,3,0
8689,1,4,5,2
1529,1,4,1,0
5421,0,4,5,2
10270,0,2,0,0
3167,0,2,5,2
10148,1,3,4,0
8499,0,3,4,2
9361,0,0,2,2
5525,1,3,4,2
10014,0,0,4,0
6382,0,5,1,0
12415,0,0,4,1
10977,0,3,3,0
3473,0,1,2,2
7170,0,3,4,2
3355,0,4,0,2
1236,0,3,2,0
5110,0,3,2,0
5697,0,2,5,2
3703,1,3,4,2
10171,0,0,4,0
7360,0,0,2,0
3384,0,3,2,2
12197,0,3,4,2
3460,0,2,0,2
9910,0,0,2,0
2442,0,4,1,2
12144,1,0,4,2
1105,1,3,2,0
4023,0,0,2,0
594,0,3,4,2
6751,0,3,4,0
1822,0,5,1,0
5593,0,2,2,2
6137,0,0,4,0
7204,0,3,3,2
5510,0,3,4,2
276,0,1,0,0
6912,0,0,2,2
1200,0,0,4,0
11130,1,1,2,2
7396,1,2,0,0
3430,0,1,0,2
8556,0,0,4,2
11894,1,3,3,2
5346,0,5,5,0
8839,0,1,4,0
3410,0,0,2,2
2298,1,5,5,1
9916,0,1,2,0
2799,1,3,2,0
10035,0,3,2,0
2034,0,0,4,2
4341,0,2,0,1
7820,0,1,2,0
10091,0,3,4,0
11449,0,2,2,0
1378,0,1,0,2
9394,1,2,0,2
1415,0,1,2,2
5286,0,4,5,0
6908,1,1,0,2
5034,1,3,4,0
389,1,5,5,0
2134,0,0,4,0
5370,1,0,4,0
11810,0,3,4,2
9627,0,5,1,1
512,1,0,4,0
940,1,0,4,2
1265,0,3,4,0
12396,0,3,4,1
8243,1,4,1,2
11171,0,0,4,2
2623,0,3,3,2
7262,0,1,2,1
3299,0,4,5,2
6898,0,3,2,2
2233,1,0,2,1
3066,1,3,4,0
10911,0,0,2,0
4796,1,0,2,2
10664,0,3,4,2
10795,0,1,2,0
9536,0,0,4,2
9758,0,0,2,0
8967,0,2,2,1
5532,0,5,5,2
848,0,4,5,2
58,1,2,0,2
12856,0,5,5,0
10786,0,0,4,0
12644,0,3,4,0
2861,1,3,4,0
5505,1,4,5,2
8481,0,4,5,2
1468,1,3,4,2
1704,0,1,4,0
8213,1,1,4,0
9149,0,1,0,2
3179,0,3,2,2
1747,1,3,3,0
7061,1,1,2,2
11407,0,0,4,0
5724,1,2,0,2
12685,1,3,3,0
4328,0,5,1,1
2798,0,0,2,0
4871,0,2,0,2
5495,0,0,4,2
1951,1,1,2,0
5597,1,0,4,2
12268,0,5,5,2
5180,0,3,4,0
7928,0,0,4,2
11639,1,3,4,0
2364,0,4,5,1
834,1,2,0,2
564,0,4,5,2
2536,0,0,2,2
2280,0,3,4,1
7962,1,5,5,2
4414,0,3,3,1
10340,0,3,3,0
3853,0,1,4,0
430,1,1,2,0
4837,0,2,0,2
7046,1,3,4,2
7286,0,4,5,1
6358,0,1,0,0
8874,0,2,0,0
7379,1,4,5,0
6456,1,3,3,0
8760,0,0,2,0
9302,0,5,5,2
9578,1,0,2,1
4117,0,3,2,2
11358,0,2,0,0
8853,1,3,2,0
11488,0,3,2,1
3089,0,2,0,0
7799,0,4,5,0
12280,0,2,0,2
1878,0,3,4,0
7085,0,3,2,0
3950,0,3,4,0
2166,0,1,0,1
12520,0,2,0,0
4761,0,3,4,0
1171,0,5,5,0
9480,0,1,2,2
2719,1,3,4,2
2058,0,3,3,2
12459,1,3,3,1
8134,1,5,5,0
7276,1,0,2,1
9702,1,1,2,1
11304,0,1,0,0
6103,0,3,4,0
4062,1,3,3,0
1653,0,5,5,0
1711,0,5,5,0
8973,0,4,0,1
12536,0,1,0,0
1609,0,0,4,0
1902,0,3,4,0
6764,0,5,5,0
12179,0,1,0,2
7393,1,1,2,0
269,1,0,2,0
11782,0,3,2,2
7380,1,1,2,0
3997,0,2,2,0
9608,0,5,1,1
13118,0,3,3,1
2664,0,0,2,2
5056,0,1,2,0
5604,0,2,2,2
8039,0,0,2,0
6261,0,5,5,0
10504,0,0,4,2
11163,1,3,4,2
3980,0,0,4,0
11771,0,1,0,2
2224,1,2,0,1
4077,1,3,3,0
10761,1,5,5,0
8063,1,3,4,0
10553,0,0,4,2
4551,1,0,4,2
2689,1,3,4,2
5506,1,5,5,2
837,1,3,4,2
11808,0,4,5,2
10652,1,2,0,0
12373,1,3,2,1
4734,1,3,4,0
8052,0,4,5,0
7889,1,3,4,2
2422,0,0,4,2
6460,0,3,3,0
2773,0,2,2,2
11069,0,5,1,2
3506,0,1,2,2
8000,0,0,2,0
11987,0,3,4,0
1229,0,4,0,0
3901,1,3,4,0
4611,0,0,4,2
11599,0,3,3,2
12850,0,5,5,0
91,0,3,4,2
3069,0,1,2,0
8183,0,5,5,0
12658,1,3,4,0
11517,0,4,1,2
1269,0,1,2,0
10112,0,5,1,0
4100,0,0,2,2
12774,1,3,4,0
9445,0,3,4,2
268,0,5,1,0
7470,0,5,5,0
3517,0,3,4,2
6296,0,3,3,0
353,1,2,0,0
9672,0,0,4,1
4032,1,3,4,0
6318,0,4,1,0
4146,0,4,1,2
3383,0,2,5,2
2377,0,2,2,1
858,1,3,4,2
4248,1,3,4,2
9481,0,2,0,2
10641,1,3,4,0
8334,0,5,5,2
7751,0,3,2,0
5927,0,3,3,2
8817,0,3,3,0
12349,0,5,5,2
433,1,4,5,0
4199,0,1,2,2
2388,0,5,5,1
9322,1,0,2,2
7145,1,3,3,0
1110,1,3,2,0
500,1,0,4,0
101,0,1,2,2
7644,0,3,3,0
4027,0,0,2,0
9692,1,0,4,1
1278,0,3,4,0
11177,1,5,5,2
10727,0,3,2,0
149,0,3,4,2
6236,0,3,4,0
10463,0,0,2,2
4636,1,3,4,0
6026,0,3,4,2
10391,0,5,5,0
4686,0,3,3,0
2538,0,3,4,2
1584,0,5,1,0
7770,0,1,2,0
12737,0,4,0,0
10867,0,3,3,0
484,0,2,2,0
4885,0,5,5,2
4926,1,2,0,2
10135,0,5,5,0
8123,0,4,5,0
5455,0,4,5,2
9453,0,5,1,2
7339,1,3,2,0
491,1,3,3,0
12854,0,4,5,0
12503,0,1,2,0
9543,0,5,5,2
2963,0,0,2,0
6731,0,1,2,0
4541,0,0,4,2
9034,1,3,4,0
12591,0,2,0,0
1763,0,3,2,0
12060,0,1,2,0
1382,1,4,5,2
8234,0,5,5,0
5201,1,0,2,0
6593,0,4,5,0
3287,0,3,4,2
12693,1,3,3,0
11569,1,3,4,2
7448,1,4,5,0
10013,0,1,4,0
8191,0,4,5,0
13136,0,4,0,1
3262,0,4,5,2
7848,0,0,4,0
12381,1,3,4,1
812,0,5,1,2
11626,1,3,2,0
5444,0,3,4,2
4950,1,3,3,2
12820,0,5,1,0
2438,0,1,0,2
5196,0,0,2,0
9213,0,2,0,2
12917,0,0,2,0
13013,1,3,3,0
911,1,3,3,2
12479,1,2,0,0
4737,1,3,4,0
12148,0,1,4,2
9822,0,5,5,0
7569,1,5,5,0
9903,0,0,2,0
7522,1,1,2,0
1502,0,2,0,2
8660,0,5,5,2
6213,0,5,1,0
12817,0,3,4,0
8362,1,3,3,2
8489,0,1,0,2
4375,0,1,2,1
4904,1,4,5,2
11594,0,2,0,2
403,0,1,2,0
11859,1,3,4,2
650,0,5,5,2
8600,0,2,2,2
2630,0,3,3,2
1185,0,3,4,0
5631,1,1,4,2
207,1,0,4,2
733,0,0,2,2
1560,1,1,2,0
11291,0,1,4,2
11716,1,3,4,0
1509,1,4,5,2
7702,1,3,4,0
11360,0,0,2,0
7797,1,3,4,0
994,0,4,5,0
10117,0,5,1,0
12691,0,0,4,0
2765,1,3,3,2
10138,0,0,4,0
4123,1,4,1,2
3126,0,5,5,0
4203,0,3,4,2
7911,1,1,2,2
6946,0,2,5,2
11535,1,4,5,2
6530,0,0,2,0
3351,0,3,3,2
7402,0,1,2,0
7580,0,5,5,0
172,1,3,4,2
9378,0,1,0,2
6176,0,1,0,0
6313,0,1,0,0
7124,0,3,4,0
2359,1,0,4,1
4623,0,3,3,2
9107,0,2,0,0
1669,1,4,5,0
5443,0,2,0,2
7431,1,2,0,0
10104,1,3,4,0
11804,0,3,4,2
9467,1,2,0,2
8855,0,2,5,0
1267,1,3,4,0
2402,0,0,4,1
12421,0,1,2,1
10054,0,0,2,0
13087,1,3,4,1
1013,0,4,5,0
12083,0,5,5,0
11362,0,3,4,0
285,1,5,1,0
7900,1,1,2,2
10462,0,1,2,2
4492,1,3,3,0
620,0,1,2,2
1985,1,3,3,0
3156,0,3,2,2
6928,1,4,1,2
7450,1,2,0,0
265,0,2,5,0
4063,0,3,3,0
212,0,0,4,2
4044,0,0,4,0
11875,0,4,5,2
1006,1,3,4,0
7802,0,1,2,0
6640,1,0,4,0
5658,1,2,5,2
9913,1,0,2,0
11024,1,3,3,0
4287,0,1,4,2
8173,0,3,3,0
7093,1,3,2,0
8807,1,3,3,0
10325,1,2,0,0
10643,1,5,1,0
3773,1,4,5,0
2396,0,4,0,1
1350,1,1,0,2
6926,1,1,0,2
3525,1,3,4,2
1427,0,5,1,2
7552,1,0,4,0
8311,0,1,2,2
8282,0,3,4,2
6099,1,3,4,0
230,0,3,2,0
6480,1,3,3,0
4672,0,5,5,0
5640,0,4,0,2
9820,0,3,3,0
7428,1,0,2,0
161,1,4,5,2
11496,1,3,4,1
3018,0,3,4,0
12546,0,1,0,0
1835,1,0,2,0
8501,0,1,2,2
5490,1,1,2,2
12970,0,1,2,0
2270,1,3,4,1
1284,0,0,4,0
3339,0,1,4,2
4319,0,4,5,1
9063,0,3,4,0
7890,1,4,5,2
12624,0,5,1,0
3420,0,3,4,2
127,1,0,4,2
5898,0,5,5,2
8995,0,5,5,1
7022,1,1,2,2
10856,1,3,3,0
4888,0,4,5,2
4280,0,2,2,2
7195,0,3,3,2
4173,0,4,5,2
10485,0,3,4,2
12094,1,3,3,0
5622,1,4,0,2
2181,0,5,1,1
5341,0,4,0,0
2688,0,0,2,2
9449,1,0,2,2
755,1,3,4,2
6020,0,3,4,2
3000,0,0,2,0
12964,1,3,4,0
8467,0,4,5,2
1357,0,1,0,2
1181,0,5,5,0
1679,1,1,2,0
6582,0,2,0,0
11891,0,2,0,2
5021,0,0,2,0
3250,1,3,4,2
6448,1,3,3,0
9379,0,4,5,2
12418,0,0,4,1
3889,0,0,4,0
11902,0,3,3,2
2721,0,2,0,2
2641,0,5,5,2
3953,1,3,4,0
8318,1,3,4,2
5931,0,1,4,2
10109,1,3,4,0
7951,0,0,4,2
3343,0,3,3,2
2837,1,3,4,0
12607,0,0,2,0
8128,0,2,0,0
12255,0,1,2,2
762,0,3,4,2
4206,0,0,2,2
9489,0,5,5,2
9956,1,3,4,0
10850,0,2,2,0
3995,1,3,3,0
1430,1,2,0,2
9839,0,3,3,0
5004,0,1,0,0
4329,1,3,4,1
2598,0,0,4,2
2445,0,1,0,2
10195,0,0,4,0
5944,0,5,5,2
12351,1,2,2,2
11392,0,2,0,0
2099,1,3,4,0
11432,1,0,4,0
8295,0,2,0,2
11471,1,0,4,0
5533,1,0,4,2
10755,0,1,2,0
5897,1,3,3,2
10513,0,2,0,2
3879,0,2,2,0
11491,0,3,4,1
10046,1,3,2,0
2755,0,3,3,2
8322,0,4,5,2
1455,1,4,5,2
8159,0,3,4,0
654,1,3,4,2
12857,0,0,4,0
12337,0,3,3,2
3847,0,0,4,0
202,1,4,5,2
1586,1,4,5,0
6179,0,1,0,0
313,0,3,4,0
4111,1,5,1,2
1340,1,1,0,2
6194,0,2,0,0
11033,0,1,2,0
4086,1,0,4,0
8125,0,3,4,0
12882,0,3,3,0
8921,1,3,4,0
1143,0,3,4,0
7976,1,1,4,2
10640,1,2,0,0
1176,0,5,5,0
2592,0,0,4,2
5997,0,5,1,2
8980,0,4,0,1
11549,0,5,1,2
8308,1,3,4,2
1724,1,4,0,0
1698,0,5,5,0
5302,0,5,5,0
2259,1,3,4,1
12232,0,4,5,2
11815,0,5,1,2
8386,1,3,3,2
6687,0,0,2,0
12185,0,4,1,2
9572,0,1,0,1
11678,0,3,3,0
10835,1,0,4,0
10392,1,3,3,0
12291,0,1,2,2
1981,0,5,5,0
3122,0,2,2,0
9011,0,1,0,0
6276,0,5,5,0
12815,0,0,2,0
10169,0,3,4,0
12091,0,4,0,0
9706,0,0,4,1
3285,0,4,5,2
4490,0,1,2,0
11728,0,3,4,0
6356,0,3,4,0
993,0,3,4,0
9371,1,3,2,2
9539,0,4,0,2
8512,0,5,1,2
1206,0,4,5,0
2240,0,5,1,1
4284,0,4,0,2
10794,0,0,4,0
2802,0,0,2,0
13,1,5,1,2
416,0,3,4,0
5637,0,1,4,2
5446,0,5,1,2
3092,0,4,5,0
8802,0,3,4,0
1004,1,0,4,0
6814,0,1,2,0
3364,0,5,5,2
3159,0,4,1,2
11659,1,3,4,0
13090,0,1,2,1
2169,0,4,1,1
10405,1,5,5,0
10020,0,0,4,0
910,0,2,2,2
5784,0,2,0,2
9383,0,5,1,2
3896,0,3,4,0
8231,0,4,0,0
3183,0,1,0,2
10945,0,3,3,0
12912,0,2,5,0
7591,0,5,5,0
4843,0,4,5,2
12614,0,0,2,0
3587,0,0,2,0
6945,0,1,0,2
12592,0,1,0,0
10218,1,3,3,0
4069,0,1,2,0
7480,0,3,4,0
6124,0,1,4,0
8873,0,3,4,0
9960,0,1,2,0
7150,0,3,3,0
1436,0,0,2,2
6415,0,4,5,0
1817,0,4,5,0
6605,0,5,5,0
2391,1,0,4,1
8250,0,4,1,2
8628,0,2,2,2
5568,0,1,2,2
4462,0,1,2,0
4676,1,3,3,0
9316,0,3,3,2
1351,1,2,0,2
4106,1,0,2,2
2173,1,4,1,1
13151,0,4,0,1
6282,0,5,5,0
7398,0,4,5,0
2708,1,3,4,2
11429,0,3,3,0
12128,0,3,3,2
606,0,1,2,2
11259,0,3,3,2
5689,0,0,2,2
2839,0,4,5,0
7040,0,3,4,2
1308,0,1,2,0
8751,0,0,2,0
2489,1,0,2,2
10181,0,0,4,0
1972,1,2,2,0
12531,1,0,4,0
9842,0,0,4,0
3065,0,4,5,0
7601,0,1,4,0
1666,1,5,5,0
173,1,4,5,2
11593,1,3,4,2
8118,0,1,2,0
10981,0,2,2,0
10424,0,3,2,2
5750,0,5,1,2
9165,0,3,2,2
5300,1,1,2,0
10481,0,2,0,2
5046,1,3,4,0
12489,0,4,5,0
6379,0,4,5,0
2335,1,3,3,1
2873,1,3,4,0
8868,0,3,4,0
9304,1,3,3,2
7561,1,1,4,0
12347,1,3,3,2
840,0,1,2,2
2835,0,0,2,0
8408,0,5,1,2
2127,0,0,4,0
10544,0,4,0,2
8566,0,4,5,2
8834,0,3,3,0
10192,0,1,2,0
6711,0,0,2,0
5690,0,3,2,2
12688,0,1,2,0
4374,1,3,4,1
4054,0,3,4,0
6510,0,0,2,0
4756,0,0,4,0
1980,0,4,0,0
4061,0,0,4,0
9443,0,4,5,2
5812,1,4,5,2
3787,0,4,5,0
2720,0,3,4,2
338,0,5,1,0
751,0,2,0,2
8424,1,0,2,2
11038,0,0,4,0
12478,1,1,2,0
12784,0,1,0,0
10211,0,0,4,0
7012,1,4,5,2
1798,0,3,2,0
6863,0,0,4,0
4556,0,2,0,2
4362,1,3,4,1
12999,1,3,3,0
11313,0,2,5,0
8956,0,3,3,0
1967,0,3,3,0
1978,0,2,2,0
4264,0,4,5,2
2018,0,0,2,2
618,0,2,0,2
179,1,0,4,2
3914,0,3,4,0
1379,0,0,2,2
9788,0,3,4,0
6440,0,5,5,0
8268,1,3,4,2
72,1,2,0,2
771,0,3,4,2
6821,0,2,0,0
11236,0,3,3,2
10591,1,3,4,2
2921,0,3,3,0
12561,0,4,1,0
3880,0,0,4,0
12252,0,2,0,2
6338,0,3,2,0
12674,0,4,5,0
12239,1,3,4,2
6459,0,4,0,0
11592,0,0,4,2
2386,0,3,3,1
10175,0,3,4,0
9504,0,3,4,2
865,0,4,5,2
3561,0,3,3,2
7680,0,3,4,0
829,0,2,0,2
1052,0,2,0,0
954,0,1,4,2
9174,0,5,1,2
12702,0,4,5,0
5858,0,0,4,2
11792,1,3,2,2
9918,0,3,4,0
5556,0,1,2,2
12577,0,2,0,0
3981,1,3,3,0
5240,1,3,4,0
8633,0,0,4,2
6692,0,1,0,0
723,0,5,5,2
10512,0,4,5,2
9980,1,3,3,0
9083,0,3,3,0
5612,0,0,4,2
9442,1,5,1,2
12281,1,3,3,2
3551,0,4,5,2
10342,0,5,5,0
12302,0,3,3,2
8650,1,1,2,2
8631,0,3,3,2
12871,0,3,3,0
930,0,4,0,2
2421,0,1,4,2
1077,0,1,2,0
2990,1,3,4,0
4803,1,2,0,2
7241,1,1,2,1
3295,0,3,4,2
1675,1,0,4,0
932,1,3,3,2
1037,1,0,4,0
5649,0,1,4,2
9461,0,2,0,2
3389,0,2,5,2
9334,0,4,1,2
2340,1,1,2,1
8027,0,5,1,0
6416,0,1,2,0
3519,0,5,5,2
1012,0,3,4,0
7064,0,0,4,2
4186,0,1,2,2
4412,0,2,2,1
11745,1,3,3,0
11468,1,3,3,0
5315,0,1,2,0
4228,0,3,4,2
8976,1,3,3,1
9492,1,1,2,2
9077,0,5,5,0
4579,1,5,5,2
8154,0,2,0,0
4214,0,2,0,2
346,0,1,2,0
9252,0,0,4,2
4914,1,5,5,2
3268,0,3,4,2
989,1,4,5,0
7205,0,4,0,2
9458,0,0,4,2
9032,0,0,2,0
11200,0,3,3,2
5237,0,2,0,0
10167,1,3,4,0
5797,0,5,1,2
3968,0,0,4,0
11930,1,3,3,2
12822,1,3,4,0
2232,0,4,5,1
2121,1,3,4,0
8214,1,3,3,0
12890,0,5,5,0
10551,0,2,2,2
5185,0,4,5,0
7839,0,0,4,0
8360,0,3,3,2
11637,1,3,4,0
12319,0,0,4,2
10386,1,1,4,0
10518,0,2,2,2
9073,0,3,3,0
4941,0,2,0,2
4823,1,0,2,2
9342,0,0,2,2
8825,1,3,3,0
1614,0,5,5,0
12993,0,3,4,0
856,0,4,5,2
2096,1,3,4,0
9823,0,1,2,0
6163,0,2,5,0
8260,0,2,5,2
10887,0,3,2,0
9078,0,3,3,0
11205,1,4,5,2
2751,0,2,0,2
7555,0,5,5,0
4435,0,0,4,1
11338,0,2,0,0
10461,0,2,0,2
9899,0,4,5,0
5492,1,3,4,2
12391,0,0,2,1
2119,0,0,4,0
5055,0,3,4,0
4119,0,4,1,2
6488,0,2,5,0
12652,0,2,0,0
3643,0,1,4,0
104,0,3,4,2
10466,0,2,0,2
10765,0,3,4,0
6303,1,5,5,0
10336,1,2,2,0
9341,0,5,1,2
1319,0,3,3,0
1997,1,3,3,0
2286,0,2,0,1
1535,0,2,5,0
2885,1,3,4,0
10933,0,3,4,0
5759,0,0,2,2
9386,1,0,2,2
10086,0,5,1,0
7015,0,0,4,2
10354,0,4,0,0
3759,1,0,2,0
7322,0,2,5,0
9016,0,3,4,0
4438,0,4,0,1
8831,0,0,4,0
9268,1,3,3,2
8738,0,3,2,0
10016,1,3,3,0
6588,0,2,0,0
409,1,1,2,0
4918,1,0,4,2
3799,0,2,0,0
2268,1,3,4,1
7840,0,3,3,0
2838,0,3,4,0
5434,0,5,1,2
12755,0,3,2,0
3416,0,0,2,2
1338,0,1,4,0
6974,1,1,2,2
8870,0,5,1,0
6443,0,5,5,0
3582,1,3,3,2
154,0,3,4,2
8065,1,2,0,0
4528,1,3,4,2
2726,0,1,2,2
12578,0,1,0,0
4836,0,5,1,2
2165,1,0,2,1
9772,0,0,2,0
12099,1,0,4,2
54,1,3,4,2
1032,0,5,5,0
1312,0,1,2,0
10101,0,4,5,0
8934,0,4,5,0
841,0,0,4,2
2961,0,3,2,0
5587,1,2,2,2
8335,0,1,2,2
6784,1,3,4,0
1237,0,3,2,0
4249,0,1,2,2
6534,0,2,0,0
8644,0,1,2,2
4700,0,0,2,0
8097,0,0,2,0
12304,1,3,3,2
7469,0,4,5,0
12558,0,0,2,0
5163,0,3,4,0
13027,0,0,2,1
10492,0,1,2,2
11805,0,0,2,2
13149,1,3,3,1
4539,1,0,4,2
9679,1,5,5,1
2345,0,2,0,1
2555,0,2,0,2
10515,0,1,2,2
2567,0,3,4,2
12380,0,0,2,1
4377,0,5,5,1
5841,0,5,5,2
8954,0,4,0,0
10185,0,4,5,0
2987,0,1,0,0
3129,0,2,2,0
406,0,4,5,0
10680,0,3,4,2
1596,1,4,5,0
657,0,4,5,2
2200,0,3,2,1
3789,1,1,2,0
4808,0,2,0,2
4661,1,3,4,0
6442,0,1,2,0
481,1,5,5,0
12924,0,0,2,0
7812,0,0,4,0
10677,0,1,2,2
9935,1,0,2,0
5966,0,3,2,2
2655,0,3,2,2
6739,0,3,4,0
9755,1,3,4,0
12826,0,5,1,0
6348,0,0,2,0
4519,0,3,3,0
6377,1,3,4,0
1189,0,5,5,0
7317,1,5,1,0
4565,0,3,4,2
7788,0,3,4,0
5212,0,0,2,0
300,0,2,0,0
12088,0,5,5,0
11103,1,3,4,2
186,0,2,0,2
8551,0,1,2,2
6735,0,2,0,0
2355,0,4,5,1
4889,1,0,4,2
3479,0,1,2,2
6116,0,1,2,0
12063,0,3,4,0
3812,0,4,5,0
5262,1,0,4,0
8582,1,3,3,2
2385,0,2,2,1
1641,0,4,5,0
4533,1,2,0,2
316,1,0,2,0
3684,0,3,4,2
3162,1,3,2,2
2054,0,3,3,2
10646,0,2,0,0
7464,1,1,2,0
109,0,0,2,2
2010,1,3,4,2
2872,0,5,5,0
3975,1,3,3,0
1463,0,2,0,2
12487,1,3,4,0
11825,1,3,4,2
8584,0,0,4,2
3149,1,3,3,0
12641,0,1,2,0
6679,1,0,2,0
8228,1,3,3,0
12512,1,5,5,0
9190,0,4,5,2
9990,0,0,4,0
10106,0,2,0,0
12310,0,0,4,2
1161,0,0,4,0
12942,1,3,2,0
648,0,3,4,2
1092,0,0,2,0
12482,0,1,2,0
12444,0,3,3,1
11533,0,4,1,2
1362,1,5,1,2
10610,1,3,3,2
6864,1,3,3,0
5424,1,1,0,2
6578,0,3,4,0
843,1,1,2,2
8754,0,0,2,0
5989,0,4,5,2
869,0,1,2,2
3930,0,3,4,0
12884,0,0,4,0
11060,1,4,5,2
9195,0,5,1,2
10675,0,3,4,2
6686,0,1,0,0
11832,1,3,4,2
7344,1,4,5,0
12786,1,3,4,0
8818,0,1,2,0
4367,1,3,4,1
11953,0,4,0,2
9890,0,0,2,0
1411,1,0,2,2
4408,0,4,5,1
11466,0,1,4,0
6744,0,3,4,0
1410,1,1,2,2
12271,0,2,0,2
8875,0,0,2,0
245,1,0,2,0
10168,0,0,4,0
8530,0,2,0,2
7273,0,3,4,1
5031,0,3,4,0
4760,1,3,4,0
12327,0,5,5,2
12469,0,1,2,0
4388,0,2,0,1
4161,0,1,0,2
2265,0,3,4,1
2734,1,3,4,2
12357,0,5,5,2
6802,1,0,4,0
5940,0,4,0,2
5225,1,2,0,0
6062,0,0,2,0
4721,0,0,2,0
9534,1,3,3,2
8545,0,4,5,2
12881,1,3,3,0
542,1,3,2,2
343,1,4,5,0
11276,1,2,2,2
2095,0,0,2,0
3741,0,3,3,2
604,0,0,2,2
9739,0,1,0,0
309,1,5,1,0
2890,0,5,5,0
12650,0,3,4,0
12125,0,1,4,2
3109,1,3,3,0
131,0,5,5,2
4827,0,2,0,2
11151,1,3,4,2
1815,1,3,4,0
