,sex,age,generation,incomelevel
2735,0,2,0,2
11297,1,0,2,0
9180,0,3,4,2
6225,0,1,2,0
5748,1,4,5,2
8230,0,0,4,0
1166,0,0,4,0
3916,0,0,2,0
9437,1,3,4,2
13054,0,0,2,1
11463,0,4,0,0
1392,0,3,4,2
3085,0,4,5,0
2976,0,3,2,0
7573,1,2,2,0
2991,0,0,2,0
160,1,3,4,2
7718,0,3,3,0
893,1,4,5,2
8072,1,5,1,0
7151,1,3,3,0
7024,1,3,4,2
799,0,0,2,2
7394,1,4,5,0
11143,1,2,0,2
10611,0,3,3,2
6861,0,2,2,0
10005,1,0,4,0
5791,0,0,2,2
13098,0,5,5,1
115,0,3,4,2
3143,0,2,2,0
2653,0,0,2,2
4485,0,0,4,0
2512,0,4,5,2
9465,0,3,4,2
2338,0,4,5,1
2093,1,3,4,0
1805,0,5,1,0
6740,0,4,5,0
1433,1,1,2,2
2300,0,2,0,1
8904,0,2,0,0
6223,1,3,4,0
5439,1,4,5,2
3002,1,3,4,0
6671,0,3,3,0
4621,0,1,4,2
1226,0,5,5,0
12552,0,0,2,0
1880,0,5,5,0
8949,0,3,3,0
7952,0,1,2,2
12379,0,1,0,1
11830,0,5,1,2
6851,0,5,5,0
9339,1,3,2,2
9249,0,5,5,2
534,0,2,5,2
9287,0,1,4,2
1148,0,3,4,0
6004,1,3,4,2
12457,0,1,4,1
8031,0,2,5,0
768,0,0,2,2
1456,0,5,1,2
1542,1,2,5,0
515,1,3,3,0
6757,1,3,4,0
11762,0,3,3,0
2239,0,4,5,1
811,1,4,5,2
7657,0,3,3,0
10725,0,1,0,0
13044,0,2,0,1
5914,0,1,4,2
10190,1,3,3,0
8686,1,1,2,2
3084,0,1,2,0
136,0,0,4,2
7366,1,0,2,0
12709,0,4,0,0
7269,1,5,1,1
4764,1,3,3,0
2917,0,4,5,0
520,0,2,2,0
5230,0,2,0,0
4306,0,2,5,1
10648,0,4,5,0
4919,0,5,5,2
7341,1,5,1,0
7548,1,1,2,0
7667,0,1,4,0
10297,0,5,5,0
2895,0,5,5,0
7405,0,0,2,0
6536,1,3,4,0
9129,0,1,4,0
4183,0,5,1,2
11511,0,3,2,2
10844,0,5,5,0
9861,1,3,2,0
3993,0,0,4,0
9010,0,0,2,0
3347,0,4,0,2
10198,0,5,5,0
2790,0,5,1,0
3876,1,3,3,0
3145,0,1,4,0
143,0,3,4,2
11434,0,2,0,0
3521,0,5,5,2
1157,1,3,4,0
7433,0,3,4,0
12245,1,3,4,2
208,0,1,2,2
10429,0,3,4,2
9132,0,4,0,0
11527,1,4,1,2
7656,0,1,2,0
12874,0,5,5,0
6427,1,3,4,0
11305,0,0,2,0
2006,1,3,4,2
6657,0,5,5,0
12182,0,1,0,2
5573,1,0,4,2
9384,1,2,0,2
1944,0,0,4,0
6830,0,1,2,0
7600,0,4,0,0
8391,0,4,0,2
9337,0,3,2,2
1988,0,0,4,0
6273,0,0,4,0
7938,1,5,5,2
358,0,1,2,0
8704,1,0,4,2
12960,0,0,2,0
5964,0,1,0,2
1803,0,2,0,0
4645,0,3,4,0
3820,0,2,0,0
5582,0,3,3,2
12206,1,3,4,2
9108,0,3,3,0
4469,0,3,4,0
10445,0,3,4,2
12535,1,3,3,0
4717,0,3,4,0
4101,0,1,0,2
3484,0,3,4,2
3235,0,5,1,2
2930,0,3,3,0
4991,1,3,3,2
11253,1,2,2,2
3585,1,3,4,0
9809,0,3,3,0
12139,1,3,3,2
11635,0,0,2,0
5417,0,0,2,2
8287,1,5,1,2
2705,0,3,4,2
3048,0,0,2,0
253,0,2,5,0
9134,1,0,4,0
4073,1,0,4,0
11507,1,3,2,2
780,1,2,0,2
9397,1,4,5,2
6748,0,1,2,0
9769,1,3,4,0
13014,1,3,3,0
8823,0,5,5,0
13028,0,1,0,1
12439,1,3,3,1
262,1,5,1,0
11008,1,3,4,0
1121,1,3,4,0
8918,0,3,4,0
11251,1,0,4,2
3782,0,5,5,0
574,1,3,4,2
6828,0,5,5,0
8576,0,3,4,2
4371,0,4,5,1
7108,1,3,4,0
9719,0,5,5,1
3446,0,4,5,2
9381,0,3,4,2
5304,0,2,0,0
12429,0,1,2,1
9668,1,1,2,1
8706,1,3,4,2
7089,0,3,2,0
5713,1,0,2,2
12295,0,3,3,2
3014,0,5,1,0
5351,0,3,3,0
10705,0,1,4,2
10377,0,4,0,0
10327,0,1,2,0
2615,1,3,3,2
5073,0,3,3,0
629,0,3,4,2
7672,0,2,2,0
3855,0,0,4,0
8816,1,3,3,0
6492,0,3,2,0
9575,1,5,1,1
12813,0,4,5,0
10264,1,4,5,0
3201,0,1,0,2
9686,0,4,5,1
1949,0,5,5,0
906,1,0,4,2
2050,1,3,3,2
8492,0,3,4,2
5745,0,5,1,2
13035,1,3,4,1
9022,0,3,4,0
8117,0,2,0,0
6251,1,3,4,0
12763,1,3,2,0
2633,0,5,5,2
1084,1,5,5,0
13138,0,3,3,1
8345,0,4,5,2
6874,1,0,4,0
8449,0,5,1,2
1942,1,5,5,0
13115,0,2,0,1
10276,1,5,5,0
13130,0,4,0,1
10737,0,4,1,0
12273,0,5,5,2
11157,1,0,4,2
12918,0,1,0,0
3839,0,1,2,0
8393,0,4,0,2
9694,1,2,0,1
9313,0,4,0,2
8085,0,5,1,0
6428,0,3,4,0
5686,1,0,2,2
1041,0,0,4,0
11935,0,0,4,2
10943,0,1,2,0
9360,1,3,2,2
6366,0,3,4,0
310,0,0,2,0
12161,1,3,3,2
12573,1,3,4,0
6932,0,2,5,2
1811,0,0,2,0
8813,0,3,3,0
7577,1,4,0,0
8432,1,1,0,2
11807,0,1,0,2
9161,0,5,1,2
4677,1,3,3,0
6402,0,1,2,0
716,0,5,5,2
5542,1,1,2,2
918,0,0,4,2
3915,0,1,2,0
5338,0,0,4,0
4085,0,3,3,0
1572,1,1,2,0
3289,0,0,4,2
67,1,4,5,2
2188,0,2,5,1
2005,0,0,2,2
7873,0,4,5,2
1575,1,4,5,0
6127,0,3,3,0
7521,1,5,5,0
9413,0,3,4,2
6626,0,5,5,0
3671,0,3,4,2
1580,0,1,2,0
4514,1,3,3,0
1034,1,3,4,0
7248,1,1,2,1
2511,0,5,1,2
11206,0,0,4,2
872,0,3,4,2
3394,0,0,2,2
3439,0,4,5,2
11849,0,0,2,2
2117,1,3,4,0
7499,1,2,0,0
7068,0,4,5,2
1971,1,1,4,0
12710,0,1,4,0
470,0,0,4,0
4489,0,0,4,0
7011,1,3,4,2
1475,0,4,5,2
5144,1,3,2,0
610,0,5,1,2
5210,0,4,5,0
497,0,3,3,0
1417,1,3,4,2
2115,0,3,4,0
1192,0,1,2,0
11642,0,3,4,0
7851,1,3,3,0
5104,0,5,1,0
2869,0,4,5,0
5397,1,5,1,2
10741,1,3,2,0
8572,0,2,0,2
9403,1,3,4,2
6754,0,1,2,0
6096,0,3,4,0
7996,1,2,5,0
1320,0,1,4,0
11014,0,0,4,0
10269,0,0,4,0
9028,0,5,1,0
12696,0,1,2,0
8061,0,3,4,0
9348,0,4,1,2
1194,0,0,4,0
6958,0,3,4,2
5333,0,0,4,0
10413,0,4,0,0
6082,0,0,4,0
12657,0,3,4,0
12209,0,4,5,2
9951,0,4,5,0
9533,0,3,3,2
88,0,1,2,2
2864,0,1,2,0
4184,0,3,4,2
6325,0,5,1,0
8001,0,2,5,0
1027,1,5,5,0
11746,0,3,3,0
11841,0,0,2,2
9399,0,4,5,2
8514,0,0,2,2
407,0,5,5,0
701,0,1,4,2
10161,0,0,4,0
2253,0,2,0,1
4445,0,3,4,0
3860,1,5,5,0
3146,0,0,4,0
12508,0,3,3,0
1770,1,1,0,0
1595,1,3,4,0
4972,0,1,4,2
3881,0,3,3,0
251,0,0,2,0
2603,0,2,0,2
8897,1,3,4,0
424,0,1,2,0
1446,0,2,0,2
3263,1,3,4,2
4957,0,2,2,2
1248,1,3,4,0
5475,0,3,4,2
6977,1,5,1,2
2465,1,0,2,2
3366,0,0,4,2
6463,0,0,4,0
3498,0,3,4,2
13060,0,5,1,1
5250,0,3,4,0
4342,0,3,4,1
7923,1,2,0,2
4863,0,2,0,2
10974,1,3,3,0
9104,1,2,0,0
9069,0,3,4,0
10810,0,0,4,0
12980,1,3,4,0
10682,0,0,4,2
637,0,4,5,2
640,1,3,4,2
151,0,0,4,2
3249,0,5,1,2
13145,0,3,3,1
10497,0,1,2,2
1543,0,2,5,0
3909,1,3,4,0
9562,0,5,5,2
7537,0,2,0,0
9601,1,4,5,1
12362,1,5,5,2
5694,1,2,5,2
317,1,2,0,0
863,1,2,0,2
1891,0,4,5,0
6333,0,3,2,0
1241,1,3,2,0
5178,0,0,2,0
12671,0,3,4,0
11104,0,3,4,2
10467,0,1,2,2
8668,0,1,2,2
8012,0,1,0,0
1370,1,3,4,2
3747,0,2,2,2
12824,0,4,5,0
1219,1,3,3,0
33,1,2,0,2
8074,0,0,2,0
8597,0,5,5,2
11547,1,3,4,2
2025,0,3,4,2
3070,0,0,4,0
12186,0,1,0,2
11301,1,3,2,0
5477,0,5,1,2
6025,1,3,4,2
3328,1,3,3,2
9921,0,2,0,0
2541,0,4,5,2
1385,0,4,5,2
8635,0,2,2,2
8314,0,2,0,2
8634,0,1,4,2
11766,1,3,3,0
12992,1,3,4,0
9789,0,5,5,0
3255,0,4,5,2
447,0,0,4,0
4894,1,3,4,2
8216,0,0,4,0
10992,1,3,4,0
7180,0,3,4,2
8239,1,5,1,2
5836,0,2,0,2
2480,0,3,4,2
12499,1,3,3,0
6797,0,2,0,0
10957,0,0,4,0
10082,0,3,4,0
8717,1,4,5,2
3403,0,1,0,2
1102,1,3,2,0
6823,0,0,4,0
9750,1,3,4,0
6608,0,1,2,0
562,1,3,4,2
4872,0,1,2,2
6585,1,3,4,0
13075,1,3,4,1
7132,0,3,4,0
2007,0,3,4,2
2678,0,3,4,2
2252,0,1,2,1
9528,0,0,4,2
5474,0,2,0,2
10533,0,0,4,2
6268,0,0,4,0
2808,0,3,2,0
5419,0,2,0,2
11110,0,1,2,2
969,0,4,0,2
12955,0,0,2,0
7724,0,3,3,0
12249,1,5,5,2
4486,0,1,2,0
7738,0,0,2,0
2451,0,4,1,2
10125,0,0,2,0
1920,0,1,2,0
12700,0,3,3,0
3400,1,3,2,2
11052,0,3,3,0
3043,0,2,0,0
4702,0,3,2,0
4617,1,2,2,2
8595,1,3,3,2
10209,0,1,4,0
8844,0,0,4,0
12600,0,0,2,0
9992,0,3,3,0
1993,0,5,5,0
12107,1,2,2,2
5715,1,1,0,2
11554,0,3,4,2
5470,1,4,5,2
6135,0,3,3,0
3330,0,5,5,2
8013,0,2,5,0
11241,1,5,5,2
3280,0,4,5,2
4134,0,3,2,2
10323,1,0,4,0
4527,0,4,5,2
263,0,0,2,0
13117,1,3,3,1
5547,0,2,0,2
7130,1,3,4,0
1527,1,0,2,0
12759,0,3,2,0
7447,1,3,4,0
8417,0,1,0,2
5551,1,0,4,2
11019,0,3,4,0
12131,1,4,0,2
12730,0,4,0,0
9422,0,1,2,2
6667,0,1,4,0
1598,1,4,5,0
8189,0,5,5,0
4613,0,1,4,2
4131,0,2,5,2
552,1,3,2,2
490,1,2,2,0
11541,0,4,5,2
8070,0,5,1,0
1347,0,0,2,2
5987,1,3,4,2
10728,0,4,1,0
3952,0,0,4,0
4398,1,3,3,1
7049,1,5,5,2
7754,0,0,2,0
6613,0,4,5,0
12220,0,3,4,2
9790,0,1,2,0
905,1,2,2,2
7531,0,5,5,0
1663,0,4,5,0
2061,1,3,3,2
1266,0,0,2,0
7227,1,5,1,1
3027,0,2,0,0
1460,0,4,5,2
4881,0,1,2,2
6418,0,5,5,0
10886,1,3,2,0
12544,1,3,2,0
7051,1,4,5,2
9487,0,1,2,2
883,1,2,0,2
10523,0,4,0,2
8539,0,5,5,2
6007,0,3,4,2
7044,1,1,2,2
10784,1,4,5,0
6019,1,3,4,2
2760,0,3,3,2
1933,0,1,2,0
9940,0,3,4,0
4529,0,2,0,2
6439,1,3,3,0
4818,0,1,0,2
2235,0,0,2,1
6858,1,0,4,0
1881,1,0,4,0
6309,0,5,1,0
10928,0,3,4,0
425,0,2,0,0
2602,0,3,3,2
6833,0,3,3,0
9049,0,3,4,0
10883,1,3,2,0
4766,0,1,2,0
11424,0,4,5,0
5924,0,4,0,2
7224,0,2,0,1
11960,0,1,0,0
7334,0,1,0,0
2740,0,2,0,2
11012,1,3,4,0
4707,1,3,2,0
11298,0,2,5,0
3632,0,0,4,0
6393,0,1,2,0
4587,0,4,5,2
6108,0,1,2,0
2669,0,3,2,2
1220,0,0,4,0
2806,0,0,2,0
5062,1,3,4,0
5223,0,3,4,0
3792,0,2,0,0
12843,0,1,2,0
2824,0,4,5,0
1846,0,4,5,0
3242,1,3,4,2
2632,0,4,0,2
9939,1,3,4,0
6249,0,3,4,0
11715,0,3,4,0
9950,1,0,2,0
645,0,2,0,2
323,0,2,0,0
11045,0,1,4,0
8598,0,0,4,2
5984,1,5,1,2
9301,0,2,2,2
3849,0,3,3,0
5448,1,1,0,2
11145,1,0,4,2
8776,0,1,2,0
4750,1,3,4,0
12861,0,1,2,0
4064,0,1,2,0
3134,1,3,3,0
9192,0,1,2,2
7404,1,1,2,0
4902,0,3,4,2
2907,0,1,2,0
8003,0,4,1,0
4946,1,0,4,2
10975,0,1,4,0
691,0,0,4,2
11105,1,5,1,2
3644,0,0,4,0
860,0,0,4,2
499,0,5,5,0
2459,0,4,1,2
178,0,0,4,2
8748,0,0,2,0
4416,1,3,3,1
5251,1,2,0,0
7969,0,5,5,2
9248,0,2,0,2
12311,1,5,5,2
9267,0,2,0,2
261,1,4,1,0
2728,1,3,4,2
11460,0,0,4,0
7318,1,0,2,0
12801,0,1,2,0
142,1,3,4,2
6215,0,0,2,0
4650,0,3,4,0
5256,0,1,2,0
919,0,4,0,2
5159,0,2,0,0
1945,0,1,2,0
4174,0,1,2,2
8045,1,3,2,0
10829,0,0,4,0
5819,1,3,4,2
11416,1,3,4,0
2221,0,4,5,1
5347,0,4,0,0
11514,0,1,0,2
12673,0,2,0,0
6045,0,5,5,2
802,1,1,2,2
1494,0,1,2,2
3827,1,4,5,0
10281,0,0,4,0
9364,1,1,0,2
8534,0,3,4,2
4852,0,4,5,2
10626,0,3,4,0
9587,1,5,1,1
13120,0,1,2,1
10262,0,5,5,0
11785,0,4,1,2
5331,0,4,5,0
702,0,5,5,2
10455,0,3,4,2
2475,0,5,1,2
6637,0,0,4,0
5217,0,4,5,0
4201,0,4,5,2
7013,1,5,5,2
2855,1,3,4,0
11542,0,3,4,2
9018,1,3,4,0
9604,0,0,2,1
326,0,5,1,0
12413,1,3,4,1
4730,0,0,2,0
5152,0,0,2,0
622,1,3,4,2
8395,0,3,3,2
2565,0,1,2,2
11443,0,1,2,0
9933,1,1,2,0
9031,0,3,4,0
9503,1,3,4,2
9884,0,1,0,0
170,1,1,2,2
4308,0,5,1,1
5339,0,1,4,0
7099,1,3,4,0
3500,0,1,2,2
10352,0,1,4,0
4094,1,3,3,0
7189,0,3,3,2
7934,1,0,4,2
4832,1,2,0,2
7200,1,3,3,2
981,1,3,4,0
12806,0,5,1,0
8407,0,0,2,2
12041,0,2,0,0
3176,0,2,5,2
4497,0,1,2,0
12073,0,5,5,0
7403,0,2,0,0
11636,0,3,4,0
9696,0,5,5,1
11390,0,3,4,0
2423,1,3,3,2
10454,1,3,4,2
1522,0,0,2,0
9106,0,1,2,0
2822,1,3,4,0
12933,0,1,0,0
3989,1,3,3,0
11866,1,3,4,2
5130,1,2,5,0
7009,1,0,4,2
7894,1,0,4,2
3634,0,3,3,0
541,0,0,2,2
852,0,3,4,2
5709,0,1,0,2
2573,0,3,4,2
6478,0,4,0,0
10475,0,3,4,2
12284,0,4,5,2
6308,0,1,0,0
4357,0,1,2,1
10547,0,0,4,2
4018,0,1,2,0
1825,0,1,0,0
11193,1,4,5,2
13078,0,4,5,1
4215,0,4,5,2
1132,1,3,4,0
2172,1,3,2,1
10434,0,1,0,2
1326,0,3,3,0
1507,1,5,5,2
11900,0,0,4,2
12654,0,1,2,0
6081,0,1,2,0
9390,0,4,5,2
7424,1,4,5,0
13058,1,3,4,1
845,0,5,5,2
712,0,0,4,2
4586,0,3,3,2
12103,0,1,2,2
4450,1,3,4,0
4616,1,3,3,2
12336,0,4,0,2
9242,0,3,4,2
429,1,0,4,0
9432,0,5,1,2
9614,1,0,2,1
8626,0,0,4,2
4995,0,0,4,2
1745,0,4,0,0
3181,1,0,2,2
1497,1,2,0,2
3374,0,1,0,2
7728,1,3,3,0
260,1,3,2,0
11907,0,0,4,2
8257,1,3,2,2
10178,0,4,5,0
5942,0,3,3,2
422,1,5,5,0
3472,0,0,2,2
7567,0,4,0,0
11032,1,3,3,0
3284,0,2,0,2
492,1,4,0,0
12371,0,1,0,1
13089,0,0,4,1
2295,0,4,5,1
187,1,5,5,2
3857,0,4,0,0
9495,0,3,4,2
9118,0,1,2,0
8990,0,1,4,1
3040,0,4,5,0
10521,1,3,3,2
8522,0,2,0,2
9660,1,0,4,1
12928,0,2,5,0
4354,0,4,5,1
10980,0,0,4,0
4343,0,4,5,1
5993,0,0,2,2
1114,1,3,2,0
9610,0,3,4,1
11941,0,1,4,2
12935,0,2,5,0
10368,1,3,3,0
3516,0,4,5,2
7556,1,3,3,0
3455,1,3,4,2
2526,0,4,5,2
5176,0,2,0,0
9810,0,5,5,0
5991,0,5,1,2
6787,1,0,4,0
8589,0,5,5,2
2400,1,0,4,1
8131,0,4,5,0
9881,0,3,2,0
11214,1,4,5,2
4499,0,0,4,0
1937,1,0,4,0
3082,0,2,0,0
2363,0,3,3,1
10036,0,2,5,0
4335,0,5,1,1
8842,1,3,3,0
9293,0,5,5,2
4776,1,3,3,0
4205,1,4,5,2
3108,0,5,5,0
11874,0,3,4,2
12042,0,3,4,0
9862,0,3,2,0
6012,0,5,1,2
6855,0,0,4,0
4524,1,3,3,0
6505,0,2,5,0
3790,1,0,4,0
9120,0,3,3,0
3932,0,0,4,0
8284,0,2,0,2
4778,0,1,4,0
9312,0,1,4,2
2793,0,3,2,0
6290,0,3,3,0
7792,0,3,4,0
10871,1,3,3,0
13079,0,2,0,1
1495,0,3,4,2
229,0,2,5,0
12312,0,4,0,2
9855,0,0,4,0
2372,0,5,5,1
6743,0,0,2,0
8959,0,1,2,1
10510,1,3,3,2
5352,1,3,3,0
12322,0,1,4,2
7136,0,3,4,0
5644,1,2,2,2
7382,1,2,0,0
11980,0,3,2,0
4356,1,3,4,1
4083,0,0,4,0
2040,0,0,4,2
9276,0,4,5,2
3075,0,1,2,0
2435,0,4,1,2
10251,1,1,2,0
9609,1,3,4,1
937,1,1,4,2
6558,0,2,0,0
7001,1,5,5,2
3677,1,3,4,2
3491,0,3,4,2
1501,0,4,5,2
5233,1,3,4,0
11650,1,3,4,0
11687,0,0,4,0
10798,0,4,5,0
9685,0,1,2,1
8208,0,0,4,0
12167,1,0,4,2
505,1,5,5,0
8346,0,3,3,2
7856,0,3,3,0
9415,1,3,4,2
10493,0,0,4,2
4593,0,0,4,2
7260,1,5,1,1
9840,0,2,2,0
6229,1,5,1,0
5488,0,5,5,2
8427,0,2,5,2
10453,0,1,2,2
9703,1,0,4,1
6973,0,5,1,2
5198,1,3,4,0
10370,1,0,4,0
559,0,2,0,2
6565,0,0,2,0
11634,0,3,4,0
6881,0,3,3,0
11435,0,1,2,0
6089,0,1,2,0
6715,0,1,0,0
4068,0,2,0,0
8350,0,1,2,2
6123,1,3,3,0
485,0,3,3,0
12915,0,3,2,0
2380,0,5,5,1
12436,0,3,3,1
12967,0,0,2,0
1249,0,3,4,0
10221,0,3,3,0
3580,0,4,0,2
11858,0,0,4,2
9639,0,4,5,1
1344,0,4,1,2
6399,0,5,5,0
2935,0,3,3,0
3195,0,4,1,2
12066,0,5,5,0
11742,0,3,3,0
6624,1,3,3,0
3920,0,1,2,0
10757,0,4,5,0
1138,0,3,4,0
2831,0,5,1,0
5871,0,1,2,2
5138,1,0,2,0
9502,0,1,2,2
3584,0,0,2,0
2326,1,3,4,1
8662,1,1,2,2
9656,0,3,4,1
2875,0,1,2,0
11050,0,1,4,0
4223,1,3,4,2
2463,0,3,2,2
5883,0,3,3,2
12704,0,5,5,0
4729,0,3,4,0
4423,0,1,4,1
6305,0,0,4,0
9350,1,3,2,2
10163,0,4,5,0
10607,1,3,3,2
1401,0,2,0,2
8869,0,0,2,0
1101,0,1,0,0
8838,1,3,3,0
4782,0,1,4,0
3153,0,2,5,2
4105,0,5,1,2
2236,0,1,2,1
6887,0,2,5,2
9912,0,3,4,0
7429,1,4,5,0
4322,0,4,5,1
1195,0,5,5,0
11409,0,3,4,0
941,1,3,3,2
1063,0,5,5,0
4897,0,4,5,2
7917,0,1,2,2
10389,0,2,2,0
11361,1,3,4,0
8996,0,5,1,0
11664,0,3,4,0
6205,0,4,5,0
4582,1,1,2,2
3577,0,0,4,2
11190,1,2,0,2
8950,1,3,3,0
12155,1,1,4,2
3243,0,3,4,2
11186,0,4,5,2
7710,1,3,3,0
9143,0,3,2,2
10277,1,1,2,0
12122,1,0,4,2
9968,1,3,4,0
5695,1,0,2,2
907,0,4,5,2
5029,0,0,2,0
633,0,1,2,2
10042,0,4,1,0
8096,1,3,4,0
9144,0,5,1,2
10404,1,3,3,0
146,1,4,5,2
10942,1,3,4,0
7267,1,1,2,1
5741,0,1,0,2
10683,1,3,4,2
217,0,2,5,0
6372,1,3,4,0
2175,1,0,2,1
10469,1,3,4,2
7617,1,3,4,0
6552,0,0,2,0
11131,1,0,4,2
2198,0,1,0,1
3895,1,3,4,0
10722,0,0,4,2
13124,0,4,5,1
4891,0,1,2,2
11312,0,3,2,0
1137,1,3,4,0
752,0,0,2,2
10788,0,2,0,0
8740,1,3,2,0
5033,0,0,2,0
2522,0,0,2,2
7005,0,2,0,2
8079,1,4,5,0
5737,1,0,2,2
6389,1,3,4,0
10308,0,5,5,0
2803,1,3,2,0
7588,1,0,4,0
9580,1,2,0,1
7370,0,1,2,0
7643,0,0,4,0
4006,0,1,0,0
11718,1,3,4,0
5435,1,0,2,2
9082,1,3,3,0
5798,1,1,2,2
11699,0,3,3,0
352,1,1,2,0
6071,0,3,4,0
1680,0,1,2,0
5314,0,4,5,0
11249,1,5,5,2
9305,0,1,4,2
638,0,2,0,2
6760,0,1,2,0
10019,0,1,4,0
4060,0,1,2,0
7302,1,2,0,1
1591,0,2,0,0
835,0,4,5,2
5299,1,2,0,0
12026,0,5,1,0
3538,0,1,2,2
4546,0,5,5,2
4791,0,0,4,0
10384,1,2,2,0
5260,1,3,4,0
9026,0,3,4,0
6517,0,3,4,0
10654,1,5,5,0
5164,1,1,0,0
4401,0,5,5,1
6293,0,0,4,0
8249,1,5,1,2
5244,0,5,5,0
5823,1,5,5,2
8357,0,1,2,2
6996,0,5,5,2
6527,1,3,4,0
3848,0,1,4,0
9020,0,0,2,0
7891,1,5,5,2
1371,1,4,5,2
6543,0,3,4,0
10859,0,1,4,0
2313,1,5,5,1
5955,0,2,5,2
2732,0,1,2,2
10944,0,0,4,0
10985,1,3,4,0
687,0,4,5,2
7308,1,1,0,0
11083,1,2,0,2
2704,1,3,4,2
1074,1,3,3,0
8871,0,1,0,0
7313,0,3,2,0
8411,0,4,1,2
5179,1,3,4,0
6937,1,1,0,2
11957,1,4,1,0
3774,1,5,1,0
11683,0,1,2,0
12771,0,5,1,0
177,1,1,2,2
5824,1,0,4,2
6601,0,4,5,0
6602,0,1,2,0
8705,0,3,4,2
382,0,3,4,0
5465,0,4,5,2
11292,0,2,2,2
10267,1,0,4,0
5242,1,1,2,0
3669,0,3,4,2
10468,0,0,2,2
1941,1,4,5,0
1954,0,1,2,0
10633,0,0,2,0
391,0,1,2,0
10772,0,3,4,0
4052,0,0,4,0
2168,0,3,2,1
279,0,4,1,0
4019,0,0,2,0
6960,0,5,1,2
6920,1,2,5,2
6564,0,2,0,0
10902,0,3,4,0
8580,0,4,5,2
3133,0,5,5,0
12345,0,4,0,2
8120,1,3,4,0
5994,0,1,2,2
7493,0,3,4,0
1953,0,0,4,0
12750,1,3,2,0
9511,1,3,3,2
5344,1,1,4,0
3738,0,1,4,2
1429,1,5,1,2
7987,1,4,1,0
7860,1,0,4,0
1842,0,2,0,0
1183,0,0,4,0
3226,0,5,1,2
3227,0,3,4,2
7688,0,3,4,0
3892,1,3,2,0
8356,1,5,5,2
3826,1,3,3,0
8679,0,0,4,2
119,1,0,4,2
6193,0,1,0,0
10783,1,3,4,0
10973,0,3,3,0
5205,0,0,2,0
11007,0,1,2,0
8271,1,3,4,2
3842,1,3,3,0
7155,1,3,2,2
4900,0,0,4,2
1890,0,3,4,0
11831,0,3,4,2
2106,0,3,4,0
11605,1,3,3,2
4141,0,3,2,2
8654,1,5,1,2
8850,1,3,2,0
3463,0,4,5,2
9212,0,1,2,2
4320,1,3,4,1
59,1,0,2,2
11574,1,3,4,2
3725,1,3,3,2
6539,0,2,0,0
10418,1,3,2,2
7310,1,0,2,0
1282,0,3,4,0
1866,0,3,4,0
7819,1,3,4,0
7342,0,1,0,0
9298,0,3,3,2
10129,0,2,0,0
5312,0,2,0,0
3755,0,2,0,0
448,0,1,2,0
8078,1,3,4,0
884,0,2,0,2
7671,0,0,4,0
1615,1,3,4,0
593,1,3,4,2
8348,1,3,3,2
8504,1,3,4,2
13091,0,5,5,1
6064,0,3,4,0
10316,0,2,0,0
227,0,0,2,0
4662,0,3,4,0
4595,0,1,2,2
8049,0,0,2,0
7425,1,5,1,0
2965,0,2,5,0
5067,1,3,3,0
11311,1,3,2,0
2513,0,2,0,2
12920,1,3,2,0
12636,1,3,4,0
10341,0,4,5,0
8438,0,2,5,2
792,1,5,1,2
10589,1,3,4,2
6086,0,0,4,0
11017,0,0,4,0
180,0,1,2,2
5520,0,3,4,2
9995,0,1,2,0
8034,0,4,1,0
12648,0,4,5,0
7690,0,3,4,0
816,1,0,2,2
1305,0,1,2,0
4806,0,4,5,2
1193,0,4,5,0
12306,1,2,2,2
11056,0,3,3,0
4190,1,3,4,2
7274,0,4,5,1
1871,1,2,0,0
1381,1,3,4,2
8849,0,3,2,0
10581,1,3,4,2
10768,1,3,4,0
10716,0,3,3,2
6738,1,3,4,0
1739,1,1,4,0
2661,1,3,2,2
4008,1,3,4,0
9540,1,3,3,2
7252,0,0,2,1
7027,1,2,0,2
483,0,1,4,0
6422,0,0,4,0
12821,0,0,2,0
12640,0,5,5,0
8383,0,1,4,2
9315,1,3,3,2
185,0,1,2,2
13097,0,0,4,1
737,1,4,5,2
5800,1,5,1,2
8186,0,2,0,0
11239,1,0,4,2
12132,1,1,4,2
4908,0,5,5,2
7111,1,3,4,0
7,1,4,1,2
5103,1,1,0,0
12612,0,5,1,0
10346,1,0,4,0
13031,0,3,4,1
3623,0,0,4,0
11357,1,3,4,0
4231,0,1,2,2
6434,0,3,4,0
8301,1,3,4,2
2915,0,3,3,0
2312,1,3,4,1
11864,0,2,0,2
12013,0,3,4,0
11905,0,5,5,2
12549,0,3,2,0
10004,0,3,3,0
9353,1,1,0,2
1369,0,3,4,2
10288,1,2,0,0
3158,0,1,0,2
12849,0,1,2,0
3437,0,0,2,2
11165,1,5,5,2
12465,1,2,0,0
6627,0,4,5,0
11280,0,2,2,2
3373,0,0,2,2
10060,0,0,2,0
12984,0,1,2,0
10662,0,0,2,2
9597,1,3,4,1
10997,0,3,4,0
2065,0,0,4,2
9819,1,3,3,0
12869,0,0,4,0
7660,0,0,4,0
3700,0,2,0,2
766,1,0,2,2
335,0,2,0,0
8245,0,3,2,2
9232,1,3,4,2
7314,0,4,1,0
13048,0,4,5,1
12764,0,3,2,0
3864,0,1,4,0
2195,1,4,1,1
6052,0,3,4,0
